Tweet,label,processed,processed_text
"hello, good morning dear. ciia avail sari hari ini dan seterusnya juga provide untuk pda dan gxg rls sedikit tentang ciia, aku anaknya talkative convobuild, random bubbly person suka share tmi dan bucin banget kindly check my carrd if you -c-",love,"['hello', 'good', 'morning', 'dear', 'ciia', 'avail', 'sari', 'hari', 'terus', 'juga', 'provide', 'pda', 'gxg', 'rls', 'sedikit', 'tentang', 'ciia', 'aku', 'anak', 'talkative', 'convobuild', 'random', 'bubbly', 'person', 'suka', 'share', 'tmi', 'bucin', 'banget', 'kindly', 'check', 'my', 'carrd', 'if', 'you', 'c']",hello good morning dear ciia avail sari hari terus juga provide pda gxg rls sedikit tentang ciia aku anak talkative convobuild random bubbly person suka share tmi bucin banget kindly check my carrd if you c
kalian ada gak sih selca/ foto doyoung yang pertama kali liat terus suka banget jadi sering diliatin walau selca/ fotonya udah lama,love,"['kalian', 'gak', 'sih', 'selca', 'foto', 'doyoung', 'pertama', 'kali', 'liat', 'terus', 'suka', 'banget', 'sering', 'diliatin', 'walau', 'selca', 'foto', 'lama']",kalian gak sih selca foto doyoung pertama kali liat terus suka banget sering diliatin walau selca foto lama
rindu ama doi :),love,"['rindu', 'ama', 'doi']",rindu ama doi
"sedikit cerita hehe jdi gni, gue pernah d tembak nihh dan gila dia bawa temen2 nya juga dong trs dia niat juga bawain gue coklatt, coklatnya banyak banget lgi karna dia tau kalo gue suka coklat",love,"['sedikit', 'cerita', 'hehe', 'jdi', 'gni', 'saya', 'pernah', 'd', 'tembak', 'nihh', 'gila', 'dia', 'bawa', 'temen2', 'juga', 'dong', 'trs', 'dia', 'niat', 'juga', 'bawain', 'saya', 'coklatt', 'coklat', 'banyak', 'banget', 'lgi', 'karna', 'dia', 'tau', 'kalo', 'saya', 'suka', 'coklat']",sedikit cerita hehe jdi gni saya pernah d tembak nihh gila dia bawa temen2 juga dong trs dia niat juga bawain saya coklatt coklat banyak banget lgi karna dia tau kalo saya suka coklat
jeanne pas rambut panjang cantik banget dah gue kira emaknya jeanne wkwk sayang jeanne,love,"['jeanne', 'pas', 'rambut', 'panjang', 'cantik', 'banget', 'saya', 'kira', 'emaknya', 'jeanne', 'wkwk', 'sayang', 'jeanne']",jeanne pas rambut panjang cantik banget saya kira emaknya jeanne wkwk sayang jeanne
almarhumah ibuku suka banget nolong orang-orang sampe sekarang tiap aku ketemu salah satu dari mereka aku selalu didoain yang baik-baik,love,"['almarhumah', 'ibu', 'suka', 'banget', 'nolong', 'orangorang', 'sampe', 'sekarang', 'tiap', 'aku', 'ketemu', 'salah', 'satu', 'mereka', 'aku', 'selalu', 'didoain', 'baikbaik']",almarhumah ibu suka banget nolong orangorang sampe sekarang tiap aku ketemu salah satu mereka aku selalu didoain baikbaik
lala moli banget suka tidur telentang gt,love,"['lala', 'mol', 'banget', 'suka', 'tidur', 'telentang', 'gt']",lala mol banget suka tidur telentang gt
"selalu merasa kalo love me harder itu lagu yg org2 bakal suka. ibaratnya kalo jatuh cinta tuh ya pas pandangan pertama. di detik awal lagu udah dibikin . ga salah kalo hyunggu bilang pas produksi album equal, yon seolah2 nunjukkin kalo dia mau buat sesuatu yang ""amazing""",love,"['selalu', 'rasa', 'kalo', 'love', 'me', 'harder', 'lagu', 'org2', 'bakal', 'suka', 'ibarat', 'kalo', 'jatuh', 'cinta', 'tuh', 'pas', 'pandang', 'pertama', 'detik', 'awal', 'lagu', 'bikin', 'tidak', 'salah', 'kalo', 'hyunggu', 'bilang', 'pas', 'produksi', 'album', 'equal', 'yon', 'seolah2', 'nunjukkin', 'kalo', 'dia', 'mau', 'buat', 'sesuatu', 'amazing']",selalu rasa kalo love me harder lagu org2 bakal suka ibarat kalo jatuh cinta tuh pas pandang pertama detik awal lagu bikin tidak salah kalo hyunggu bilang pas produksi album equal yon seolah2 nunjukkin kalo dia mau buat sesuatu amazing
"terus yg paling aku suka chapter yg best friend to lovers troops!! sumpah itu gemesin banget, gimana ada anotasi mcnya huhu. rekomen pol ini buku!!",love,"['terus', 'paling', 'aku', 'suka', 'chapter', 'best', 'friend', 'to', 'lovers', 'troops', 'sumpah', 'gemesin', 'banget', 'gimana', 'anotasi', 'mcnya', 'huhu', 'rekomen', 'pol', 'buku']",terus paling aku suka chapter best friend to lovers troops sumpah gemesin banget gimana anotasi mcnya huhu rekomen pol buku
keren!! temenmu pasti suka banget,love,"['keren', 'temenmu', 'pasti', 'suka', 'banget']",keren temenmu pasti suka banget
grey sama what am i suka banget,love,"['grey', 'sama', 'what', 'am', 'i', 'suka', 'banget']",grey sama what am i suka banget
sy suka banget ini polos banget mereka asksk,love,"['saya', 'suka', 'banget', 'polos', 'banget', 'mereka', 'asksk']",saya suka banget polos banget mereka asksk
"suka banget sama layoutnya, thank you ya",love,"['suka', 'banget', 'sama', 'layoutnya', 'thank', 'you']",suka banget sama layoutnya thank you
lagi suka banget lagu 127 yg the rainy night,love,"['lagi', 'suka', 'banget', 'lagu', '127', 'the', 'rainy', 'night']",lagi suka banget lagu 127 the rainy night
"bandung aku baca sekali, ampe sekarang belom berani reread lagi ih sama suka banget kalo ff ff nya ka shita, selalu ada jalan keluarnya dan happy ending gitu walaupun proses nya rollercoaster banget kalo punya ka rai aku cuman baca au chio ibel, yang ff di wp belom pernah baca",love,"['bandung', 'aku', 'baca', 'sekali', 'ampe', 'sekarang', 'bom', 'berani', 'reread', 'lagi', 'ih', 'sama', 'suka', 'banget', 'kalo', 'ff', 'ff', 'ka', 'shita', 'selalu', 'jalan', 'keluar', 'happy', 'ending', 'gitu', 'walaupun', 'proses', 'rollercoaster', 'banget', 'kalo', 'punya', 'ka', 'rai', 'aku', 'cuman', 'baca', 'au', 'chio', 'ibel', 'ff', 'wp', 'bom', 'pernah', 'baca']",bandung aku baca sekali ampe sekarang bom berani reread lagi ih sama suka banget kalo ff ff ka shita selalu jalan keluar happy ending gitu walaupun proses rollercoaster banget kalo punya ka rai aku cuman baca au chio ibel ff wp bom pernah baca
"beri aku 1 cwo suka kpop, wibu, anak it akan ku sayang sepenuh hati",love,"['beri', 'aku', '1', 'cwo', 'suka', 'kpop', 'wibu', 'anak', 'it', 'akan', 'ku', 'sayang', 'sepenuh', 'hati']",beri aku 1 cwo suka kpop wibu anak it akan ku sayang sepenuh hati
"3. parfum junkyu from !! aa waktu itu liat teel banyak yang suka dan beli parfum ini, jadi kepo kann tapi ternyata saldo spay ga cukup eh ada orang baik yang mau co-in parfumnya aa seneng. wanginya enak banget plis",love,"['3', 'parfum', 'junkyu', 'from', 'aa', 'waktu', 'liat', 'teel', 'banyak', 'suka', 'beli', 'parfum', 'kepo', 'kann', 'tapi', 'nyata', 'saldo', 'spay', 'tidak', 'cukup', 'eh', 'orang', 'baik', 'mau', 'coin', 'parfum', 'aa', 'neng', 'wangi', 'enak', 'banget', 'plis']",3 parfum junkyu from aa waktu liat teel banyak suka beli parfum kepo kann tapi nyata saldo spay tidak cukup eh orang baik mau coin parfum aa neng wangi enak banget plis
jatuh cinta karna suka jatuh cinta karna kasih sayangmu,love,"['jatuh', 'cinta', 'karna', 'suka', 'jatuh', 'cinta', 'karna', 'kasih', 'sayang']",jatuh cinta karna suka jatuh cinta karna kasih sayang
gue masi suka banget sama foto yg buat ultah minhyun deh cantik,love,"['saya', 'mas', 'suka', 'banget', 'sama', 'foto', 'buat', 'ultah', 'minhyun', 'deh', 'cantik']",saya mas suka banget sama foto buat ultah minhyun deh cantik
"gw cinta bgt sama music tapi di grup ini ga masuk di gw lagunya. bukan jelek tapi arti liriknya yg emg ga masuk di gw, paham ga si tapi ya gw pribadi suka lagu"" mereka. and gw milih buat balik dengerin lagu svt. baru 5 menit lebih lalu gw denger dan gw baru ngerasa tenang",love,"['saya', 'cinta', 'banget', 'sama', 'music', 'tapi', 'grup', 'tidak', 'masuk', 'saya', 'lagu', 'bukan', 'jelek', 'tapi', 'arti', 'lirik', 'emg', 'tidak', 'masuk', 'saya', 'paham', 'tidak', 'si', 'tapi', 'saya', 'pribadi', 'suka', 'lagu', 'mereka', 'and', 'saya', 'milih', 'buat', 'balik', 'dengerin', 'lagu', 'svt', 'baru', '5', 'menit', 'lebih', 'lalu', 'saya', 'denger', 'saya', 'baru', 'ngerasa', 'tenang']",saya cinta banget sama music tapi grup tidak masuk saya lagu bukan jelek tapi arti lirik emg tidak masuk saya paham tidak si tapi saya pribadi suka lagu mereka and saya milih buat balik dengerin lagu svt baru 5 menit lebih lalu saya denger saya baru ngerasa tenang
"titalia , kenapa dia cantik banget yaallah eh bukan cantik si menawan aja gitu, suka banget liat nya kek pramugari , dia juga ramah banget",love,"['titalia', 'kenapa', 'dia', 'cantik', 'banget', 'yaallah', 'eh', 'bukan', 'cantik', 'si', 'tawan', 'aja', 'gitu', 'suka', 'banget', 'liat', 'kek', 'pramugari', 'dia', 'juga', 'ramah', 'banget']",titalia kenapa dia cantik banget yaallah eh bukan cantik si tawan aja gitu suka banget liat kek pramugari dia juga ramah banget
"justru aku seneng banget ama event ini dan lebih suka ini dibandingkan lantern rite (tpi demen cut scenenya bagus), lucu liat kichiboushi, paimonnya juga gemesh, liat lumine ngejawab setiap pertanyaannya juga lucu2",love,"['justru', 'aku', 'neng', 'banget', 'ama', 'event', 'lebih', 'suka', 'banding', 'lantern', 'rite', 'tpi', 'demen', 'cut', 'scenenya', 'bagus', 'lucu', 'liat', 'kichiboushi', 'paimonnya', 'juga', 'gemesh', 'liat', 'lumine', 'ngejawab', 'tiap', 'tanya', 'juga', 'lucu2']",justru aku neng banget ama event lebih suka banding lantern rite tpi demen cut scenenya bagus lucu liat kichiboushi paimonnya juga gemesh liat lumine ngejawab tiap tanya juga lucu2
tulisannya aku suka banget kakk,love,"['tulis', 'aku', 'suka', 'banget', 'kakk']",tulis aku suka banget kakk
"kalo dia nulis cerita, suka banget deskripsiin keindahan fisik ceritanya sampe lupa detail alurnya sendiri. how cute sampe kadang ada yang diem diem bilang ""tulisannya terlalu rapi jadi agak bosenin""",love,"['kalo', 'dia', 'nulis', 'cerita', 'suka', 'banget', 'deskripsiin', 'indah', 'fisik', 'cerita', 'sampe', 'lupa', 'detail', 'alur', 'sendiri', 'how', 'cute', 'sampe', 'kadang', 'diem', 'diem', 'bilang', 'tulis', 'terlalu', 'rapi', 'agak', 'bosenin']",kalo dia nulis cerita suka banget deskripsiin indah fisik cerita sampe lupa detail alur sendiri how cute sampe kadang diem diem bilang tulis terlalu rapi agak bosenin
"selain itu, aku juga suka sama efek lembab dari serum ini. soalnya kalo yang acne serum, dia emang ga bikin kering tapi yaa juga bukan yang melembabkan banget. nah untuk di brightening serum aku ngerasa dia lebih ngasih efek lembab buat kulitku ;3",love,"['selain', 'aku', 'juga', 'suka', 'sama', 'efek', 'lembab', 'serum', 'soal', 'kalo', 'acne', 'serum', 'dia', 'emang', 'tidak', 'bikin', 'kering', 'tapi', 'yaa', 'juga', 'bukan', 'melembabkan', 'banget', 'nah', 'brightening', 'serum', 'aku', 'ngerasa', 'dia', 'lebih', 'ngasih', 'efek', 'lembab', 'buat', 'kulit', '3']",selain aku juga suka sama efek lembab serum soal kalo acne serum dia emang tidak bikin kering tapi yaa juga bukan melembabkan banget nah brightening serum aku ngerasa dia lebih ngasih efek lembab buat kulit 3
"suer thanxxxx bangetttt buah hadiahnya gaes, sayang kalian semua emuahhhh",love,"['suer', 'thanxxxx', 'bangetttt', 'buah', 'hadiah', 'gaes', 'sayang', 'kalian', 'semua', 'emuahhhh']",suer thanxxxx bangetttt buah hadiah gaes sayang kalian semua emuahhhh
"aaa beneran suka sama inii. awalnya tau grgr tmn sma di kls 10, trs penasaran dan ketemu prelovednya di 2020. seru banget pokoknya.. gemes sm r yg bungsuu",love,"['aaa', 'beneran', 'suka', 'sama', 'ini', 'awal', 'tau', 'grgr', 'tmn', 'sma', 'kls', '10', 'trs', 'penasaran', 'ketemu', 'prelovednya', '2020', 'seru', 'banget', 'pokok', 'gemes', 'sm', 'r', 'bungsuu']",aaa beneran suka sama ini awal tau grgr tmn sma kls 10 trs penasaran ketemu prelovednya 2020 seru banget pokok gemes sm r bungsuu
"haha kamuu gemes banget puol, kamu suka dijadiin temen aja kah?",love,"['haha', 'kamuu', 'gemes', 'banget', 'puol', 'kamu', 'suka', 'dijadiin', 'temen', 'aja', 'kah']",haha kamuu gemes banget puol kamu suka dijadiin temen aja kah
suka banget beb,love,"['suka', 'banget', 'beb']",suka banget beb
"8/10, aku belum baca webtoonnya tapi suka banget sama drama ini. seruu banget sampe udah rewatch berkali2, tapi sayang endingnya gajelas",love,"['810', 'aku', 'belum', 'baca', 'webtoonnya', 'tapi', 'suka', 'banget', 'sama', 'drama', 'seruu', 'banget', 'sampe', 'rewatch', 'berkali2', 'tapi', 'sayang', 'endingnya', 'gajelas']",810 aku belum baca webtoonnya tapi suka banget sama drama seruu banget sampe rewatch berkali2 tapi sayang endingnya gajelas
"hal paling males dimuka bumi adalah beresin lemari trus bingung baju mana yang masih dipake mana yang engga, mau dikasihin ke orang suka ngerasa sayang nanti juga dipake lagi. ujung-ujungnya numpuk dilemari padahal yang dipake ya itu-itu aja",love,"['hal', 'paling', 'males', 'muka', 'bumi', 'adalah', 'resin', 'lemari', 'trus', 'bingung', 'baju', 'mana', 'masih', 'dipake', 'mana', 'engga', 'mau', 'dikasihin', 'orang', 'suka', 'ngerasa', 'sayang', 'nanti', 'juga', 'dipake', 'lagi', 'ujungujungnya', 'numpuk', 'lemari', 'padahal', 'dipake', 'ituitu', 'aja']",hal paling males muka bumi adalah resin lemari trus bingung baju mana masih dipake mana engga mau dikasihin orang suka ngerasa sayang nanti juga dipake lagi ujungujungnya numpuk lemari padahal dipake ituitu aja
"suka,aku kan orang jawa banget",love,"['sukaaku', 'kan', 'orang', 'jawa', 'banget']",sukaaku kan orang jawa banget
sebenernya suka banget sama ms ny hj suka backgroundnya warnanya posenya tapi kenapa gak senyum? kecewa,love,"['sebenernya', 'suka', 'banget', 'sama', 'ms', 'ny', 'hj', 'suka', 'backgroundnya', 'warna', 'pose', 'tapi', 'kenapa', 'gak', 'senyum', 'kecewa']",sebenernya suka banget sama ms ny hj suka backgroundnya warna pose tapi kenapa gak senyum kecewa
"my dearest sunshine itu spesialnya apa ya. banyaakk. dia sering menguji kesabaran, tapi dia juga sabaarr banget ngadepin aku yg ga karuan. dia juga baik, physical touchable, perhatian, selalu ngeduluin keperluan aku dah oh ya! dia suka drakor dan seblak haha",love,"['my', 'dearest', 'sunshine', 'spesial', 'apa', 'banyaakk', 'dia', 'sering', 'uji', 'sabar', 'tapi', 'dia', 'juga', 'sabaarr', 'banget', 'ngadepin', 'aku', 'tidak', 'karuan', 'dia', 'juga', 'baik', 'physical', 'touchable', 'perhati', 'selalu', 'ngeduluin', 'perlu', 'aku', 'oh', 'dia', 'suka', 'drakor', 'seblak', 'haha']",my dearest sunshine spesial apa banyaakk dia sering uji sabar tapi dia juga sabaarr banget ngadepin aku tidak karuan dia juga baik physical touchable perhati selalu ngeduluin perlu aku oh dia suka drakor seblak haha
pengen jepit k$n+l suka banget gaya dudukin top,love,"['ken', 'jepit', 'knl', 'suka', 'banget', 'gaya', 'dudukin', 'top']",ken jepit knl suka banget gaya dudukin top
kayaknya paraga suka banget ngajak wgl akun chaewon ya.. awas aja kalau di prank lagi:),love,"['kayak', 'paraga', 'suka', 'banget', 'ngajak', 'wgl', 'akun', 'chaewon', 'awas', 'aja', 'kalau', 'prank', 'lagi']",kayak paraga suka banget ngajak wgl akun chaewon awas aja kalau prank lagi
"dua-duanya, asalkan coklatnya ga manis banget aku suka.",love,"['duaduanya', 'asal', 'coklat', 'tidak', 'manis', 'banget', 'aku', 'suka']",duaduanya asal coklat tidak manis banget aku suka
"thanks for the ga min! aku suka a qiao soalnya dia soft, baik banget kayak malaikat ga ngerti lagi",love,"['thanks', 'for', 'the', 'tidak', 'min', 'aku', 'suka', 'a', 'qiao', 'soal', 'dia', 'soft', 'baik', 'banget', 'kayak', 'malaikat', 'tidak', 'ngerti', 'lagi']",thanks for the tidak min aku suka a qiao soal dia soft baik banget kayak malaikat tidak ngerti lagi
lagi suka banget,love,"['lagi', 'suka', 'banget']",lagi suka banget
aku habis itu wkwk suka banget,love,"['aku', 'habis', 'wkwk', 'suka', 'banget']",aku habis wkwk suka banget
"aku suka banget ya allah:""",love,"['aku', 'suka', 'banget', 'allah']",aku suka banget allah
"hooh suka banget liat style dia yg kayak gitu,",love,"['hooh', 'suka', 'banget', 'liat', 'style', 'dia', 'kayak', 'gitu']",hooh suka banget liat style dia kayak gitu
dua duanya punya flow yang bagus tapi zuzur aku lebih suka ngerqpnya kanata even aku jatuh cinta juga ke allen,love,"['dua', 'dua', 'punya', 'flow', 'bagus', 'tapi', 'zuzur', 'aku', 'lebih', 'suka', 'ngerqpnya', 'kanata', 'even', 'aku', 'jatuh', 'cinta', 'juga', 'allen']",dua dua punya flow bagus tapi zuzur aku lebih suka ngerqpnya kanata even aku jatuh cinta juga allen
"thankyou gale! kamu perhatian banget sama aku, suka sama aku ya?",love,"['thankyou', 'gale', 'kamu', 'perhati', 'banget', 'sama', 'aku', 'suka', 'sama', 'aku']",thankyou gale kamu perhati banget sama aku suka sama aku
"tak suka aku takpe, aku boleh blah. aku harap aku dah penuhi pertolongan yang kau minta dengan baik. terima kasih.",love,"['tak', 'suka', 'aku', 'takpe', 'aku', 'boleh', 'blah', 'aku', 'harap', 'aku', 'penuh', 'tolong', 'kau', 'minta', 'baik', 'terima', 'kasih']",tak suka aku takpe aku boleh blah aku harap aku penuh tolong kau minta baik terima kasih
suka banget kalo crispy,love,"['suka', 'banget', 'kalo', 'crispy']",suka banget kalo crispy
"kaa jee, aku suka banget sama aduhh itu au terbarunya, susah judul wkwk, ya itu pokoknya. ga papa angst, yg penting ” hihihihihihihihihihi maaci anon!! amen! hehe gak streaming mungkin nunggu di tl aja wkwk",love,"['kaa', 'jee', 'aku', 'suka', 'banget', 'sama', 'aduhh', 'au', 'baru', 'susah', 'judul', 'wkwk', 'pokok', 'tidak', 'papa', 'angst', 'penting', '', 'hihihihihihihihihihi', 'maaci', 'anon', 'amen', 'hehe', 'gak', 'streaming', 'mungkin', 'nunggu', 'tl', 'aja', 'wkwk']",kaa jee aku suka banget sama aduhh au baru susah judul wkwk pokok tidak papa angst penting  hihihihihihihihihihi maaci anon amen hehe gak streaming mungkin nunggu tl aja wkwk
"suka banget, apalagi kalo kepasar, didaerahku itu pasar ada 2, ada yang deket komplek dan pasar yang jauh gitu namanya pasar induk, dan nenek suka ngajak kesanah naik angkot kan seru gitu jadi suka ngikutt",love,"['suka', 'banget', 'apalagi', 'kalo', 'pasar', 'daerah', 'pasar', '2', 'deket', 'komplek', 'pasar', 'jauh', 'gitu', 'nama', 'pasar', 'induk', 'nenek', 'suka', 'ngajak', 'kesanah', 'naik', 'angkot', 'kan', 'seru', 'gitu', 'suka', 'ngikutt']",suka banget apalagi kalo pasar daerah pasar 2 deket komplek pasar jauh gitu nama pasar induk nenek suka ngajak kesanah naik angkot kan seru gitu suka ngikutt
sumpah ini kopi kenangan mantan dari juara banget buat gw yang suka kopi gak terlalu manis mah,love,"['sumpah', 'kopi', 'kenang', 'mantan', 'juara', 'banget', 'buat', 'saya', 'suka', 'kopi', 'gak', 'terlalu', 'manis', 'mah']",sumpah kopi kenang mantan juara banget buat saya suka kopi gak terlalu manis mah
"chubby baby suka banget sama episode yg ini. suaranya mix wkwk told ya, if i have a brother like earth no need a bf wkwk",love,"['chubby', 'baby', 'suka', 'banget', 'sama', 'episode', 'suara', 'mix', 'wkwk', 'told', 'if', 'i', 'have', 'a', 'brother', 'like', 'earth', 'no', 'need', 'a', 'bf', 'wkwk']",chubby baby suka banget sama episode suara mix wkwk told if i have a brother like earth no need a bf wkwk
"duhh alus banget masnya pas ngomong ""soon guys, soon"" heheh suka",love,"['duhh', 'alus', 'banget', 'mas', 'pas', 'ngomong', 'soon', 'guys', 'soon', 'heheh', 'suka']",duhh alus banget mas pas ngomong soon guys soon heheh suka
"hehe, terima kasih, jocie. dan, halo mba calypso! i really like your name dan aku liat di cv mba kalau mba suka gambar, kebetulan aku suka gambar juga (walau hobiku numpukkin sketch sih t__t). oh iya, namaku erzakiel, bisa dipanggil erza atau kiel. salam kenal ya!",love,"['hehe', 'terima', 'kasih', 'jocie', 'halo', 'mba', 'calypso', 'i', 'really', 'like', 'your', 'name', 'aku', 'liat', 'cv', 'mba', 'kalau', 'mba', 'suka', 'gambar', 'betul', 'aku', 'suka', 'gambar', 'juga', 'walau', 'hobi', 'numpukkin', 'sketch', 'sih', 'tt', 'oh', 'iya', 'nama', 'erzakiel', 'bisa', 'panggil', 'erza', 'kiel', 'salam', 'kenal']",hehe terima kasih jocie halo mba calypso i really like your name aku liat cv mba kalau mba suka gambar betul aku suka gambar juga walau hobi numpukkin sketch sih tt oh iya nama erzakiel bisa panggil erza kiel salam kenal
aku pernah bilang nggak kalau aku suka banget penggambaran api dan air ini,love,"['aku', 'pernah', 'bilang', 'tidak', 'kalau', 'aku', 'suka', 'banget', 'gambar', 'api', 'air']",aku pernah bilang tidak kalau aku suka banget gambar api air
dari semua fs mfs yg paling gue tunggu pasti khawla karena dia keren banget ga ngerti lagi gue suka banget kalo dia ngobrol ama mark,love,"['semua', 'fs', 'mfs', 'paling', 'saya', 'tunggu', 'pasti', 'khawla', 'dia', 'keren', 'banget', 'tidak', 'ngerti', 'lagi', 'saya', 'suka', 'banget', 'kalo', 'dia', 'ngobrol', 'ama', 'mark']",semua fs mfs paling saya tunggu pasti khawla dia keren banget tidak ngerti lagi saya suka banget kalo dia ngobrol ama mark
"ku suka dirinya, mungkin aku sayang",love,"['ku', 'suka', 'diri', 'mungkin', 'aku', 'sayang']",ku suka diri mungkin aku sayang
"kalau denger lagu loey, pasti yg pertama suka yours. sayang sama suka bngt sama lagu ink. kalau gak dengerin lagu ini, mungkin gak bakal kenal exo:((",love,"['kalau', 'denger', 'lagu', 'loey', 'pasti', 'pertama', 'suka', 'yours', 'sayang', 'sama', 'suka', 'banget', 'sama', 'lagu', 'ink', 'kalau', 'gak', 'dengerin', 'lagu', 'mungkin', 'gak', 'bakal', 'kenal', 'exo']",kalau denger lagu loey pasti pertama suka yours sayang sama suka banget sama lagu ink kalau gak dengerin lagu mungkin gak bakal kenal exo
"aku bukan vampir jadi suka bawang haha iya sih, soto sama kari emang banyak banget yang suka",love,"['aku', 'bukan', 'vampir', 'suka', 'bawang', 'haha', 'iya', 'sih', 'soto', 'sama', 'kari', 'emang', 'banyak', 'banget', 'suka']",aku bukan vampir suka bawang haha iya sih soto sama kari emang banyak banget suka
gue suka banget june di sini.,love,"['saya', 'suka', 'banget', 'june', 'sini']",saya suka banget june sini
"saya pasti maulah dipeluk sama ibu guruku sayang...... saya suka kehangatan dari wanita dewasa seperti ibu karena ibu adalah wanita berpengalaman. begitu saya dipeluk ibu lalu saya ciuman dengan ibu, netek asi ibu, dan pipis enak lagi dan lagi",love,"['saya', 'pasti', 'mau', 'peluk', 'sama', 'ibu', 'guru', 'sayang', 'saya', 'suka', 'hangat', 'wanita', 'dewasa', 'seperti', 'ibu', 'ibu', 'adalah', 'wanita', 'alam', 'begitu', 'saya', 'peluk', 'ibu', 'lalu', 'saya', 'cium', 'ibu', 'netek', 'asi', 'ibu', 'pipis', 'enak', 'lagi', 'lagi']",saya pasti mau peluk sama ibu guru sayang saya suka hangat wanita dewasa seperti ibu ibu adalah wanita alam begitu saya peluk ibu lalu saya cium ibu netek asi ibu pipis enak lagi lagi
aku paling suka oh my ghost banget hshdhdh gemes soalnya,love,"['aku', 'paling', 'suka', 'oh', 'my', 'ghost', 'banget', 'hshdhdh', 'gemes', 'soal']",aku paling suka oh my ghost banget hshdhdh gemes soal
sebenernya waktu itu jadi seeun karna love at first sight deh sama seeun lagi nontonin stayc terus langsung suka banget sama seeun. abis itu iseng jadi seeun eh malah nyaman,love,"['sebenernya', 'waktu', 'seeun', 'karna', 'love', 'at', 'first', 'sight', 'deh', 'sama', 'seeun', 'lagi', 'nontonin', 'stayc', 'terus', 'langsung', 'suka', 'banget', 'sama', 'seeun', 'abis', 'iseng', 'seeun', 'eh', 'malah', 'nyaman']",sebenernya waktu seeun karna love at first sight deh sama seeun lagi nontonin stayc terus langsung suka banget sama seeun abis iseng seeun eh malah nyaman
gajelas banget tapi aku suka,love,"['gajelas', 'banget', 'tapi', 'aku', 'suka']",gajelas banget tapi aku suka
"happy birthday my lovely eonni. suka banget sama bo young dari dulu, segi acting, visualnya, tubuhnya yg mungil itu perfect banget di dia, selalu nantiin projek drama nya awet muda bgt lagi. doa yg terbaik buat ayang, dan semoga karirnya makin sukses iya. love you",love,"['happy', 'birthday', 'my', 'lovely', 'eonni', 'suka', 'banget', 'sama', 'bo', 'young', 'dulu', 'segi', 'acting', 'visual', 'tubuh', 'mungil', 'perfect', 'banget', 'dia', 'selalu', 'nantiin', 'projek', 'drama', 'awet', 'muda', 'banget', 'lagi', 'doa', 'baik', 'buat', 'ayang', 'moga', 'karirnya', 'makin', 'sukses', 'iya', 'love', 'you']",happy birthday my lovely eonni suka banget sama bo young dulu segi acting visual tubuh mungil perfect banget dia selalu nantiin projek drama awet muda banget lagi doa baik buat ayang moga karirnya makin sukses iya love you
"sebagai anak perempuan bapak yang suka bangun siang terus dibangunginnya karena perkara disuruh makan aja, gak relate kalau harus berjuang sendirian demi laki-laki. aku dicintai begitu penuh sama cinta pertamaku :d",love,"['bagai', 'anak', 'perempuan', 'bapak', 'suka', 'bangun', 'siang', 'terus', 'dibangunginnya', 'perkara', 'suruh', 'makan', 'aja', 'gak', 'relate', 'kalau', 'harus', 'juang', 'sendiri', 'demi', 'lakilaki', 'aku', 'cinta', 'begitu', 'penuh', 'sama', 'cinta', 'pertama', 'd']",bagai anak perempuan bapak suka bangun siang terus dibangunginnya perkara suruh makan aja gak relate kalau harus juang sendiri demi lakilaki aku cinta begitu penuh sama cinta pertama d
"good day cantik! selamat pagi, udah sarapan belum? aku udah makan tahu bulet tadi sama sotong, enak banget deh, kamu suka ga? suka aku maksudnya :p kamu cari yang bisa pda? pas banget all packages punya aku udah inc pda, karena emang ini anaknya bucin puoll",love,"['good', 'day', 'cantik', 'selamat', 'pagi', 'sarap', 'belum', 'aku', 'makan', 'tahu', 'bulet', 'tadi', 'sama', 'sotong', 'enak', 'banget', 'deh', 'kamu', 'suka', 'tidak', 'suka', 'aku', 'maksud', 'p', 'kamu', 'cari', 'bisa', 'pda', 'pas', 'banget', 'all', 'packages', 'punya', 'aku', 'inc', 'pda', 'emang', 'anak', 'bucin', 'puoll']",good day cantik selamat pagi sarap belum aku makan tahu bulet tadi sama sotong enak banget deh kamu suka tidak suka aku maksud p kamu cari bisa pda pas banget all packages punya aku inc pda emang anak bucin puoll
likee both cuma puzzle piece tuh suka nya suka banget,love,"['likee', 'both', 'cuma', 'puzzle', 'piece', 'tuh', 'suka', 'suka', 'banget']",likee both cuma puzzle piece tuh suka suka banget
suka banget sama endingnya,love,"['suka', 'banget', 'sama', 'endingnya']",suka banget sama endingnya
eh btw maaf banget ya liana gue spam mentab lo makasih sangmilnyaa suka bangett haa,love,"['eh', 'btw', 'maaf', 'banget', 'liana', 'saya', 'spam', 'mentab', 'lo', 'makasih', 'sangmilnyaa', 'suka', 'bangett', 'haa']",eh btw maaf banget liana saya spam mentab lo makasih sangmilnyaa suka bangett haa
